#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27104900,2022:1:23:7:31:26,3,11.3821793,47.3091496,2061807,-26,23,4,34,35894086,253,9,924458759,0,6.25,2022-01-23 07:31:26,2061.807
27105000,2022:1:23:7:31:27,3,11.3821791,47.3091498,2061808,-17,-22,-4,28,35894086,253,9,924524295,0,6.25,2022-01-23 07:31:27,2061.808
27105100,2022:1:23:7:31:27,3,11.3821791,47.3091498,2061799,-38,-13,-6,40,35894086,253,9,924524295,0,6.31,2022-01-23 07:31:27,2061.799
27105200,2022:1:23:7:31:27,3,11.3821791,47.3091498,2061796,-76,14,-7,78,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.796
27105300,2022:1:23:7:31:27,3,11.3821791,47.3091497,2061812,-107,26,-14,110,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.812
27105400,2022:1:23:7:31:27,3,11.3821791,47.3091495,2061853,-117,31,-34,121,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.853
27105500,2022:1:23:7:31:27,3,11.3821792,47.3091496,2061834,-64,34,-23,72,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.834
27105600,2022:1:23:7:31:27,3,11.3821792,47.3091498,2061831,-8,31,-17,32,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.831
27105700,2022:1:23:7:31:27,3,11.3821792,47.3091496,2061841,-64,-25,-13,68,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.841
27105800,2022:1:23:7:31:27,3,11.3821793,47.3091496,2061865,9,36,-8,37,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.865
27105900,2022:1:23:7:31:27,3,11.3821793,47.3091496,2061859,-12,9,5,15,35894086,253,9,924524295,1,6.31,2022-01-23 07:31:27,2061.859
27106000,2022:1:23:7:31:28,3,11.3821793,47.3091495,2061897,8,-2,0,8,35894086,253,9,924589831,1,6.31,2022-01-23 07:31:28,2061.897
27106100,2022:1:23:7:31:28,3,11.3821793,47.3091495,2061911,23,-2,-1,23,35894086,253,9,924589831,1,6.31,2022-01-23 07:31:28,2061.911
27106200,2022:1:23:7:31:28,3,11.3821794,47.3091494,2061901,-43,39,7,58,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.901
27106300,2022:1:23:7:31:28,3,11.3821795,47.3091496,2061889,46,60,13,75,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.889
27106400,2022:1:23:7:31:28,3,11.3821794,47.3091496,2061874,12,-3,23,12,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.874
27106500,2022:1:23:7:31:28,3,11.3821794,47.3091496,2061875,-19,-7,23,20,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.875
27106600,2022:1:23:7:31:28,3,11.3821793,47.3091496,2061870,-3,-3,23,5,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.87
27106700,2022:1:23:7:31:28,3,11.3821793,47.3091496,2061845,-24,-18,35,30,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.845
27106800,2022:1:23:7:31:28,3,11.3821793,47.3091499,2061824,32,26,40,41,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.824
27106900,2022:1:23:7:31:28,3,11.3821792,47.3091498,2061854,40,9,32,41,35894086,253,9,924589831,0,6.31,2022-01-23 07:31:28,2061.854
27107000,2022:1:23:7:31:29,3,11.3821793,47.3091495,2061895,-14,18,27,23,35894086,253,9,924655367,0,6.31,2022-01-23 07:31:29,2061.895
27107100,2022:1:23:7:31:29,3,11.3821792,47.3091496,2061879,2,11,35,11,35894086,253,9,924655367,0,6.31,2022-01-23 07:31:29,2061.879
27107200,2022:1:23:7:31:29,3,11.3821792,47.3091496,2061889,35,2,37,35,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.889
27107300,2022:1:23:7:31:29,3,11.3821792,47.3091496,2061841,-35,19,60,39,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.841
27107400,2022:1:23:7:31:29,3,11.3821792,47.3091494,2061902,-31,40,38,51,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.902
27107500,2022:1:23:7:31:29,3,11.3821791,47.3091493,2061926,-15,21,34,26,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.926
27107600,2022:1:23:7:31:29,3,11.3821791,47.3091494,2061931,46,22,36,51,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.931
27107700,2022:1:23:7:31:29,3,11.3821788,47.3091494,2061942,53,-33,35,63,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.942
27107800,2022:1:23:7:31:29,3,11.3821789,47.3091494,2061948,13,6,36,14,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.948
27107900,2022:1:23:7:31:29,3,11.3821788,47.3091492,2061950,-29,-14,40,32,35894086,253,9,924655367,1,6.31,2022-01-23 07:31:29,2061.95
27108000,2022:1:23:7:31:30,3,11.3821788,47.3091492,2061983,6,28,28,28,35894086,253,9,924720903,1,6.31,2022-01-23 07:31:30,2061.983
27108100,2022:1:23:7:31:30,3,11.3821787,47.309149,2062011,6,5,30,8,35894086,253,9,924720903,1,6.31,2022-01-23 07:31:30,2062.011
27108200,2022:1:23:7:31:30,3,11.3821787,47.3091489,2062014,-41,-7,43,42,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.014
27108300,2022:1:23:7:31:30,3,11.3821788,47.3091487,2062048,-33,65,37,73,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.048
27108400,2022:1:23:7:31:30,3,11.3821788,47.3091486,2062094,2,51,30,51,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.094
27108500,2022:1:23:7:31:30,3,11.3821786,47.3091486,2062122,72,-27,31,77,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.122
27108600,2022:1:23:7:31:30,3,11.3821785,47.3091484,2062176,63,-47,22,79,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.176
27108700,2022:1:23:7:31:30,3,11.3821785,47.3091484,2062185,37,-22,21,43,35894086,253,9,924720903,0,6.31,2022-01-23 07:31:30,2062.185
27108800,2022:1:23:7:31:30,3,11.3821784,47.3091483,2062229,26,-21,9,34,35894086,253,9,924720903,0,6.37,2022-01-23 07:31:30,2062.229
27108900,2022:1:23:7:31:30,3,11.3821784,47.3091482,2062256,12,0,7,12,35894086,253,9,924720903,0,6.37,2022-01-23 07:31:30,2062.256
27109000,2022:1:23:7:31:31,3,11.3821784,47.3091482,2062263,29,-2,13,29,35894086,253,9,924786439,0,6.37,2022-01-23 07:31:31,2062.263
27109100,2022:1:23:7:31:31,3,11.3821783,47.3091481,2062271,-4,-20,13,21,35894086,253,9,924786439,0,6.37,2022-01-23 07:31:31,2062.271
27109200,2022:1:23:7:31:31,3,11.3821782,47.3091481,2062280,20,-17,12,26,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.28
27109300,2022:1:23:7:31:31,3,11.3821782,47.3091479,2062314,-22,5,3,23,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.314
27109400,2022:1:23:7:31:31,3,11.3821783,47.3091477,2062336,-86,28,-2,90,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.336
27109500,2022:1:23:7:31:31,3,11.3821782,47.3091479,2062329,-12,-18,5,22,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.329
27109600,2022:1:23:7:31:31,3,11.3821782,47.3091478,2062346,4,6,2,7,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.346
27109700,2022:1:23:7:31:31,3,11.3821783,47.3091476,2062377,-47,8,-4,48,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.377
27109800,2022:1:23:7:31:31,3,11.3821784,47.3091475,2062364,-102,28,2,106,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.364
27109900,2022:1:23:7:31:31,3,11.3821785,47.3091475,2062380,-65,66,1,92,35894086,253,9,924786439,1,6.37,2022-01-23 07:31:31,2062.38
27110000,2022:1:23:7:31:32,3,11.3821782,47.3091476,2062405,36,-64,-6,73,35894086,253,9,924851975,1,6.37,2022-01-23 07:31:32,2062.405
27110100,2022:1:23:7:31:32,3,11.3821784,47.3091476,2062403,15,17,1,23,35894086,253,9,924851975,1,6.37,2022-01-23 07:31:32,2062.403
27110200,2022:1:23:7:31:32,3,11.3821784,47.3091475,2062408,-19,-7,4,20,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.408
27110300,2022:1:23:7:31:32,3,11.3821784,47.3091472,2062448,-74,14,-2,75,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.448
27110400,2022:1:23:7:31:32,3,11.3821784,47.3091472,2062456,-6,17,1,18,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.456
27110500,2022:1:23:7:31:32,3,11.3821783,47.3091473,2062461,22,-33,1,39,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.461
27110600,2022:1:23:7:31:32,3,11.3821784,47.3091474,2062481,73,-12,-1,74,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.481
27110700,2022:1:23:7:31:32,3,11.3821784,47.3091472,2062508,33,-11,-5,35,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.508
27110800,2022:1:23:7:31:32,3,11.3821785,47.3091472,2062510,-5,-2,-3,5,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.51
27110900,2022:1:23:7:31:32,3,11.3821786,47.309147,2062534,-26,8,-2,28,35894086,253,9,924851975,0,6.37,2022-01-23 07:31:32,2062.534
27111000,2022:1:23:7:31:33,3,11.3821786,47.309147,2062534,-14,-23,2,27,35894086,253,9,924917511,0,6.37,2022-01-23 07:31:33,2062.534
27111100,2022:1:23:7:31:33,3,11.3821787,47.3091469,2062575,-4,34,-13,35,35894086,253,9,924917511,0,6.44,2022-01-23 07:31:33,2062.575
27111200,2022:1:23:7:31:33,3,11.3821789,47.3091469,2062577,-13,26,-9,29,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.577
27111300,2022:1:23:7:31:33,3,11.3821787,47.3091468,2062592,-36,-67,-8,76,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.592
27111400,2022:1:23:7:31:33,3,11.382179,47.3091468,2062600,16,26,1,30,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.6
27111500,2022:1:23:7:31:33,3,11.3821789,47.3091469,2062629,52,-45,-7,69,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.629
27111600,2022:1:23:7:31:33,3,11.3821791,47.3091468,2062633,23,31,-3,39,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.633
27111700,2022:1:23:7:31:33,3,11.3821791,47.3091468,2062665,53,-12,-11,55,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.665
27111800,2022:1:23:7:31:33,3,11.3821793,47.3091465,2062669,-100,-9,-8,101,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.669
27111900,2022:1:23:7:31:33,3,11.3821793,47.3091466,2062676,-14,-11,-6,18,35894086,253,9,924917511,1,6.44,2022-01-23 07:31:33,2062.676
27112000,2022:1:23:7:31:34,3,11.3821793,47.3091468,2062666,59,-27,4,65,35894086,253,9,924983047,1,6.44,2022-01-23 07:31:34,2062.666
27112100,2022:1:23:7:31:34,3,11.3821796,47.3091466,2062699,18,49,-4,53,35894086,253,9,924983047,1,6.44,2022-01-23 07:31:34,2062.699
27112200,2022:1:23:7:31:34,3,11.3821798,47.3091464,2062716,-54,34,-3,64,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.716
27112300,2022:1:23:7:31:34,3,11.3821798,47.3091465,2062704,-36,7,0,37,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.704
27112400,2022:1:23:7:31:34,3,11.3821799,47.3091463,2062736,-71,-1,-9,71,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.736
27112500,2022:1:23:7:31:34,3,11.3821802,47.3091462,2062730,-61,60,2,85,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.73
27112600,2022:1:23:7:31:34,3,11.3821802,47.3091461,2062749,-48,41,3,63,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.749
27112700,2022:1:23:7:31:34,3,11.3821803,47.3091462,2062745,-10,6,9,11,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.745
27112800,2022:1:23:7:31:34,3,11.3821801,47.3091462,2062789,31,-48,-1,57,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.789
27112900,2022:1:23:7:31:34,3,11.3821802,47.309146,2062820,-16,-26,-8,30,35894086,253,9,924983047,0,6.44,2022-01-23 07:31:34,2062.82
27113000,2022:1:23:7:31:35,3,11.3821804,47.3091461,2062832,47,20,-3,51,35894086,253,9,925048583,0,6.44,2022-01-23 07:31:35,2062.832
27113100,2022:1:23:7:31:35,3,11.3821805,47.3091459,2062857,13,12,-6,18,35894086,253,9,925048583,0,6.44,2022-01-23 07:31:35,2062.857
27113200,2022:1:23:7:31:35,3,11.3821805,47.3091458,2062882,-16,1,-9,16,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.882
27113300,2022:1:23:7:31:35,3,11.3821805,47.3091459,2062866,4,-35,9,35,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.866
27113400,2022:1:23:7:31:35,3,11.3821804,47.309146,2062873,45,-47,6,65,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.873
27113500,2022:1:23:7:31:35,3,11.3821806,47.3091456,2062926,-56,20,-8,59,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.926
27113600,2022:1:23:7:31:35,3,11.3821806,47.3091455,2062950,-14,11,-9,18,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.95
27113700,2022:1:23:7:31:35,3,11.3821807,47.3091455,2062962,2,35,0,35,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.962
27113800,2022:1:23:7:31:35,3,11.3821807,47.3091455,2062969,25,0,2,25,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.969
27113900,2022:1:23:7:31:35,3,11.3821808,47.3091454,2062986,-30,11,-3,32,35894086,253,9,925048583,1,6.44,2022-01-23 07:31:35,2062.986
27114000,2022:1:23:7:31:36,3,11.382181,47.3091451,2063038,-52,39,-18,65,35894086,253,9,925114119,1,6.44,2022-01-23 07:31:36,2063.038
27114100,2022:1:23:7:31:36,3,11.3821808,47.3091452,2063044,-13,-33,-7,36,35894086,253,9,925114119,1,6.5,2022-01-23 07:31:36,2063.044
27114200,2022:1:23:7:31:36,3,11.3821809,47.3091452,2063057,24,11,-5,26,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.057
27114300,2022:1:23:7:31:36,3,11.3821808,47.3091449,2063110,-28,-48,-22,56,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.11
27114400,2022:1:23:7:31:36,3,11.382181,47.3091448,2063117,-34,6,-14,35,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.117
27114500,2022:1:23:7:31:36,3,11.3821809,47.309145,2063100,6,-37,-3,37,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.1
27114600,2022:1:23:7:31:36,3,11.3821809,47.3091448,2063140,-25,-17,-15,31,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.14
27114700,2022:1:23:7:31:36,3,11.3821809,47.3091446,2063173,-61,-26,-18,66,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.173
27114800,2022:1:23:7:31:36,3,11.3821811,47.3091445,2063181,-63,41,-15,75,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.181
27114900,2022:1:23:7:31:36,3,11.382181,47.3091446,2063197,20,-10,-22,23,35894086,253,9,925114119,0,6.5,2022-01-23 07:31:36,2063.197
27115000,2022:1:23:7:31:37,3,11.3821811,47.3091441,2063288,-56,28,-47,62,35894086,253,9,925179655,0,6.5,2022-01-23 07:31:37,2063.288
27115100,2022:1:23:7:31:37,3,11.3821811,47.3091441,2063308,-44,1,-55,44,35894086,253,9,925179655,0,6.5,2022-01-23 07:31:37,2063.308
27115200,2022:1:23:7:31:37,3,11.3821811,47.3091441,2063298,-38,-13,-43,41,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.298
27115300,2022:1:23:7:31:37,3,11.3821811,47.3091439,2063334,-54,2,-49,54,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.334
27115400,2022:1:23:7:31:37,3,11.382181,47.3091438,2063366,-19,-31,-49,37,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.366
27115500,2022:1:23:7:31:37,3,11.382181,47.3091436,2063404,-19,-24,-51,30,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.404
27115600,2022:1:23:7:31:37,3,11.3821812,47.3091435,2063396,-55,20,-35,58,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.396
27115700,2022:1:23:7:31:37,3,11.3821812,47.3091434,2063433,0,24,-33,24,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.433
27115800,2022:1:23:7:31:37,3,11.3821811,47.3091431,2063468,-25,-19,-33,32,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.468
27115900,2022:1:23:7:31:37,3,11.3821812,47.309143,2063496,12,34,-27,36,35894086,253,9,925179655,1,6.5,2022-01-23 07:31:37,2063.496
27116000,2022:1:23:7:31:38,3,11.382181,47.3091429,2063512,14,-20,-20,25,35894086,253,9,925245191,1,6.5,2022-01-23 07:31:38,2063.512
27116100,2022:1:23:7:31:38,3,11.382181,47.3091426,2063583,21,22,-25,30,35894086,239,10,925245191,1,6.5,2022-01-23 07:31:38,2063.583
27116200,2022:1:23:7:31:38,3,11.3821809,47.3091423,2063632,-8,2,-21,8,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.632
27116300,2022:1:23:7:31:38,3,11.3821808,47.3091421,2063657,-22,-1,-14,22,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.657
27116400,2022:1:23:7:31:38,3,11.3821807,47.309142,2063702,33,-12,-15,35,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.702
27116500,2022:1:23:7:31:38,3,11.3821807,47.3091418,2063720,-22,11,-5,25,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.72
27116600,2022:1:23:7:31:38,3,11.3821806,47.3091415,2063748,-66,-8,1,67,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.748
27116700,2022:1:23:7:31:38,3,11.3821806,47.3091411,2063818,-62,22,-8,66,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.818
27116800,2022:1:23:7:31:38,3,11.3821805,47.3091409,2063826,-51,7,2,52,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.826
27116900,2022:1:23:7:31:38,3,11.3821803,47.3091408,2063853,-21,-56,1,60,35894086,239,10,925245191,0,6.5,2022-01-23 07:31:38,2063.853
27117000,2022:1:23:7:31:39,3,11.3821802,47.3091405,2063885,-53,-18,4,56,35894086,239,10,925310727,0,6.5,2022-01-23 07:31:39,2063.885
27117100,2022:1:23:7:31:39,3,11.3821803,47.3091407,2063894,65,56,9,86,35894086,239,10,925310727,0,6.56,2022-01-23 07:31:39,2063.894
27117200,2022:1:23:7:31:39,3,11.3821801,47.3091403,2063950,-34,-13,-4,36,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2063.95
27117300,2022:1:23:7:31:39,3,11.38218,47.3091401,2063985,-37,-27,-5,45,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2063.985
27117400,2022:1:23:7:31:39,3,11.38218,47.3091398,2064048,-1,9,-14,9,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.048
27117500,2022:1:23:7:31:39,3,11.3821801,47.3091397,2064048,-20,20,-3,28,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.048
27117600,2022:1:23:7:31:39,3,11.3821803,47.3091394,2064079,-45,58,-5,74,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.079
27117700,2022:1:23:7:31:39,3,11.3821803,47.3091394,2064086,-3,9,-7,9,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.086
27117800,2022:1:23:7:31:39,3,11.3821803,47.3091391,2064108,-47,-29,-14,55,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.108
27117900,2022:1:23:7:31:39,3,11.3821804,47.3091387,2064103,-124,-31,-8,128,35894086,239,10,925310727,1,6.56,2022-01-23 07:31:39,2064.103
27118000,2022:1:23:7:31:40,3,11.3821806,47.3091387,2064072,-109,42,9,117,35894086,239,10,925376263,1,6.56,2022-01-23 07:31:40,2064.072
27118100,2022:1:23:7:31:40,3,11.3821806,47.3091388,2064092,21,1,1,21,35894086,239,10,925376263,1,6.56,2022-01-23 07:31:40,2064.092
27118200,2022:1:23:7:31:40,3,11.3821806,47.3091387,2064080,-3,-25,4,26,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.08
27118300,2022:1:23:7:31:40,3,11.3821807,47.3091385,2064092,-17,7,4,19,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.092
27118400,2022:1:23:7:31:40,3,11.3821808,47.3091382,2064143,-24,18,-9,29,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.143
27118500,2022:1:23:7:31:40,3,11.3821807,47.3091382,2064134,-7,-7,-4,10,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.134
27118600,2022:1:23:7:31:40,3,11.3821807,47.3091382,2064149,31,4,-6,32,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.149
27118700,2022:1:23:7:31:40,3,11.3821808,47.3091381,2064171,33,1,-14,33,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.171
27118800,2022:1:23:7:31:40,3,11.3821808,47.309138,2064165,12,-24,-4,27,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.165
27118900,2022:1:23:7:31:40,3,11.382181,47.3091378,2064184,-11,47,-8,48,35894086,239,10,925376263,0,6.56,2022-01-23 07:31:40,2064.184
27119000,2022:1:23:7:31:41,3,11.3821811,47.3091377,2064187,9,14,-2,17,35894086,239,10,925441799,0,6.56,2022-01-23 07:31:41,2064.187
27119100,2022:1:23:7:31:41,3,11.3821809,47.309138,2064194,102,-41,-1,110,35894086,239,10,925441799,0,6.56,2022-01-23 07:31:41,2064.194
27119200,2022:1:23:7:31:41,3,11.3821811,47.3091376,2064240,56,12,-6,57,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.24
27119300,2022:1:23:7:31:41,3,11.3821809,47.3091374,2064258,-5,-58,-8,58,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.258
27119400,2022:1:23:7:31:41,3,11.382181,47.3091372,2064281,-10,7,-10,12,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.281
27119500,2022:1:23:7:31:41,3,11.382181,47.3091372,2064297,23,10,-9,25,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.297
27119600,2022:1:23:7:31:41,3,11.3821811,47.309137,2064328,9,26,-9,27,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.328
27119700,2022:1:23:7:31:41,3,11.3821809,47.3091369,2064369,31,-41,-17,52,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.369
27119800,2022:1:23:7:31:41,3,11.3821812,47.3091364,2064412,-38,77,-22,86,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.412
27119900,2022:1:23:7:31:41,3,11.3821809,47.3091363,2064442,-15,-38,-18,41,35894086,239,10,925441799,1,6.56,2022-01-23 07:31:41,2064.442
27120000,2022:1:23:7:31:42,3,11.3821809,47.3091362,2064459,-9,-10,-13,14,35894086,239,10,925507335,1,6.56,2022-01-23 07:31:42,2064.459
27120100,2022:1:23:7:31:42,3,11.3821809,47.309136,2064459,-62,18,-6,64,35894086,239,10,925507335,1,6.56,2022-01-23 07:31:42,2064.459
27120200,2022:1:23:7:31:42,3,11.3821809,47.3091357,2064533,-55,13,-30,57,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.533
27120300,2022:1:23:7:31:42,3,11.3821809,47.3091356,2064556,-5,16,-27,17,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.556
27120400,2022:1:23:7:31:42,3,11.3821809,47.3091355,2064561,-24,4,-15,25,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.561
27120500,2022:1:23:7:31:42,3,11.3821809,47.309135,2064618,-67,15,-30,69,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.618
27120600,2022:1:23:7:31:42,3,11.3821809,47.309135,2064630,-52,-25,-27,58,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.63
27120700,2022:1:23:7:31:42,3,11.382181,47.3091346,2064648,-99,38,-25,106,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.648
27120800,2022:1:23:7:31:42,3,11.382181,47.3091346,2064617,-124,8,-8,124,35894086,239,10,925507335,0,6.56,2022-01-23 07:31:42,2064.617
27120900,2022:1:23:7:31:42,3,11.3821809,47.3091344,2064657,-105,3,-22,105,35894086,239,10,925507335,0,6.62,2022-01-23 07:31:42,2064.657
27121000,2022:1:23:7:31:43,3,11.382181,47.3091344,2064673,-45,27,-23,53,35894086,239,10,925572871,0,6.62,2022-01-23 07:31:43,2064.673
27121100,2022:1:23:7:31:43,3,11.382181,47.3091344,2064685,14,12,-16,18,35894086,239,10,925572871,0,6.62,2022-01-23 07:31:43,2064.685
27121200,2022:1:23:7:31:43,3,11.3821808,47.3091342,2064714,12,-33,-24,35,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.714
27121300,2022:1:23:7:31:43,3,11.3821809,47.3091338,2064730,-87,18,-22,89,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.73
27121400,2022:1:23:7:31:43,3,11.3821808,47.3091337,2064724,-86,11,-14,87,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.724
27121500,2022:1:23:7:31:43,3,11.3821809,47.3091334,2064753,-112,8,-13,113,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.753
27121600,2022:1:23:7:31:43,3,11.3821809,47.3091332,2064772,-115,-1,-20,115,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.772
27121700,2022:1:23:7:31:43,3,11.3821809,47.309133,2064790,-84,12,-21,85,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.79
27121800,2022:1:23:7:31:43,3,11.3821808,47.309133,2064771,-79,-2,-7,79,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.771
27121900,2022:1:23:7:31:43,3,11.3821809,47.3091326,2064801,-123,14,-12,124,35894086,239,10,925572871,1,6.62,2022-01-23 07:31:43,2064.801
27122000,2022:1:23:7:31:44,3,11.3821808,47.3091326,2064821,-34,-28,-12,44,35894086,239,10,925638407,1,6.62,2022-01-23 07:31:44,2064.821
